time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-24 00:00:00+00:00,29,12,85,26
2025-05-25 00:00:00+00:00,60,13,59,26
2025-05-26 00:00:00+00:00,795,56,237,69
2025-05-27 00:00:00+00:00,270,41,293,85
2025-05-28 00:00:00+00:00,395,45,241,75
2025-05-29 00:00:00+00:00,627,52,236,70
2025-05-30 00:00:00+00:00,971,55,438,86
2025-05-31 00:00:00+00:00,18,5,27,18
2025-06-01 00:00:00+00:00,53,12,71,26
2025-06-02 00:00:00+00:00,679,61,411,88
2025-06-03 00:00:00+00:00,1761,103,659,129
2025-06-04 00:00:00+00:00,368,38,364,90
2025-06-05 00:00:00+00:00,356,35,263,78
2025-06-06 00:00:00+00:00,33,10,211,68
