time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-14 00:00:00+00:00,25,10,28,21
2025-06-15 00:00:00+00:00,27,10,38,24
2025-06-16 00:00:00+00:00,1091,86,658,83
2025-06-17 00:00:00+00:00,1094,100,556,96
2025-06-18 00:00:00+00:00,2344,146,650,109
2025-06-19 00:00:00+00:00,516,62,283,95
2025-06-20 00:00:00+00:00,78,17,166,60
2025-06-21 00:00:00+00:00,16,7,61,22
2025-06-22 00:00:00+00:00,12,5,34,28
2025-06-23 00:00:00+00:00,1137,89,280,72
2025-06-24 00:00:00+00:00,1363,101,382,117
2025-06-25 00:00:00+00:00,1085,98,424,124
2025-06-26 00:00:00+00:00,849,73,285,105
2025-06-27 00:00:00+00:00,987,88,559,115
